fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
45388,00;0.25;0.53;45449,00;0.038;59,00;234,00;0.9955;45354,00;0.42;45512,00;5,00
45450,00;0.19;0.42;45413,00;0.044;6,00;114,00;0.9914;45385,00;0.74;45516,00;6,00
45358,00;0.43;0.37;45447,00;0.028;17,00;114,00;0.991;44986,00;0.43;45335,00;6,00
45296,00;0.31;0.3;0.9;0.037;28,00;152,00;0.992;19784,00;0.56;45301,00;6,00
45328,00;0.2;0.26;45474,00;0.093;40,00;161,00;0.9924;16132,00;0.66;11,00;5,00
45541,00;0.16;0.35;45352,00;0.043;21,00;182,00;0.9927;45717,00;0.62;45514,00;6,00
45480,00;0.32;0.48;45353,00;0.04;28,00;114,00;0.9911;45325,00;0.52;45516,00;7,00
45418,00;0.22;0.72;45510,00;0.042;33,00;168,00;0.9958;45629,00;0.36;45331,00;6,00
45510,00;0.26;0.33;45413,00;0.047;44,00;167,00;0.9928;45629,00;0.44;45422,00;6,00
45327,00;0.37;0.33;45323,00;0.028;13,00;81,00;0.9902;13575,00;0.38;45484,00;6,00
45390,00;0.19;0.43;45293,00;0.052;20,00;104,00;0.994;31079,00;0.46;45421,00;5,00
45359,00;0.21;0.41;45324,00;0.05;24,00;108,00;0.994;31079,00;0.45;45421,00;5,00
45510,00;0.15;0.32;45512,00;0.058;24,00;110,00;0.9972;45385,00;0.4;45512,00;6,00
45542,00;0.16;0.64;17,00;0.05;69,00;210,00;1.0004;42064,00;0.51;45360,00;7,00
45511,00;0.21;0.39;45505,00;0.034;62,00;180,00;0.991;45538,00;0.75;45455,00;8,00
9,00;0.24;0.5;45323,00;0.048;26,00;107,00;0.9918;44256,00;0.34;45394,00;6,00
45478,00;0.21;0.24;45353,00;0.047;60,00;189,00;0.995;23802,00;0.72;45301,00;6,00
45511,00;0.29;0.36;7,00;0.042;38,00;161,00;0.9941;46082,00;0.37;45333,00;8,00
45479,00;0.18;0.3;45388,00;0.048;40,00;251,00;0.9956;47178,00;0.52;10,00;5,00
45479,00;0.18;0.3;45388,00;0.048;40,00;251,00;0.9956;47178,00;0.52;10,00;5,00
45390,00;0.58;0.27;42339,00;0.033;37,00;116,00;0.9959;36192,00;0.39;45514,00;6,00
45329,00;0.16;0.32;0.8;0.04;50,00;121,00;0.9922;46447,00;0.33;10,00;6,00
45450,00;0.54;0.23;2,00;0.029;13,00;151,00;0.9931;45385,00;0.33;45392,00;5,00
45390,00;0.58;0.27;42339,00;0.033;37,00;116,00;0.9959;36192,00;0.39;45514,00;6,00
45449,00;0.25;0.31;45394,00;0.059;52,00;181,00;0.9984;18688,00;0.47;45513,00;6,00
45358,00;0.23;0.37;45536,00;0.041;51,00;165,00;0.9908;46082,00;0.4;45334,00;8,00
45358,00;0.39;0.37;45292,00;0.043;36,00;113,00;0.991;14305,00;0.48;45485,00;8,00
7,00;0.46;0.39;45328,00;0.039;46,00;163,00;0.9928;44256,00;0.35;45334,00;7,00
45330,00;0.35;0.4;45357,00;0.039;35,00;162,00;0.9936;42064,00;0.34;45546,00;7,00
45511,00;0.29;0.36;7,00;0.042;38,00;161,00;0.9941;46082,00;0.37;45333,00;8,00
45331,00;0.35;0.39;0.9;0.042;15,00;61,00;0.9924;35096,00;0.28;45392,00;4,00
8,00;0.57;0.39;45538,00;0.034;22,00;122,00;0.9917;47178,00;0.67;45516,00;7,00
45418,00;0.37;0.33;45538,00;0.027;40,00;130,00;0.9906;46813,00;0.39;45485,00;7,00
45478,00;0.21;0.24;45353,00;0.047;60,00;189,00;0.995;23802,00;0.72;45301,00;6,00
45479,00;0.18;0.3;45388,00;0.048;40,00;251,00;0.9956;47178,00;0.52;10,00;5,00
45511,00;0.13;0.3;45505,00;0.04;43,00;179,00;0.9955;15766,00;0.41;9,00;5,00
45450,00;0.19;0.41;45292,00;0.04;38,00;143,00;0.9907;33635,00;0.42;45393,00;5,00
45358,00;0.22;0.41;45397,00;0.05;55,00;191,00;1,00;11749,00;0.59;45543,00;6,00
45357,00;0.29;0.4;45418,00;0.039;43,00;167,00;0.9953;42064,00;0.44;45360,00;6,00
45510,00;0.35;0.32;45384,00;0.048;35,00;103,00;0.9911;46813,00;0.46;12,00;8,00
45418,00;0.19;0.32;45383,00;0.04;31,00;132,00;0.9922;13210,00;0.54;45514,00;7,00
45328,00;0.12;0.26;45478,00;0.044;56,00;158,00;0.9951;19054,00;0.37;45422,00;6,00
6,00;0.13;0.28;45478,00;0.038;56,00;189.5;0.9948;21610,00;0.43;45453,00;7,00
45388,00;0.25;0.33;45383,00;0.04;42,00;115,00;0.9906;43525,00;0.48;45362,00;7,00
45541,00;0.32;0.16;45383,00;0.051;15,00;96,00;0.994;44621,00;0.38;45421,00;4,00
45450,00;0.19;0.41;45292,00;0.04;38,00;143,00;0.9907;33635,00;0.42;45393,00;5,00
45479,00;0.13;0.28;45323,00;0.046;35,00;140,00;0.9927;12114,00;0.33;45301,00;7,00
7,00;0.14;0.41;0.9;0.037;22,00;95,00;0.9914;45717,00;0.43;45545,00;6,00
45450,00;0.27;0.24;45507,00;0.058;19,00;115,00;0.9958;42064,00;0.45;45543,00;5,00
45358,00;0.22;0.41;45397,00;0.05;55,00;191,00;1,00;11749,00;0.59;45543,00;6,00
45389,00;0.64;0.47;14.15;0.168;42,00;185,00;0.9984;45537,00;0.49;45360,00;5,00
45450,00;0.28;0.39;45536,00;0.052;23,00;116,00;0.9941;45717,00;0.4;45392,00;6,00
45359,00;0.26;0.41;45331,00;0.042;41,00;162,00;0.9944;45294,00;0.38;12,00;7,00
45483,00;0.22;0.56;45330,00;0.044;37,00;181,00;0.998;31809,00;0.68;45421,00;6,00
45483,00;0.22;0.56;45330,00;0.044;37,00;181,00;0.998;31809,00;0.68;45421,00;6,00
45541,00;0.23;0.34;45475,00;0.032;24,00;121,00;0.9902;41699,00;0.38;45394,00;7,00
45328,00;0.3;0.32;45474,00;0.032;30,00;130,00;0.9911;46813,00;0.41;45333,00;7,00
45541,00;0.27;0.41;45474,00;0.047;6,00;134,00;0.9929;42064,00;0.69;45393,00;6,00
45541,00;0.28;0.41;45474,00;0.05;10,00;136,00;0.993;42430,00;0.71;45393,00;6,00
45541,00;0.28;0.3;45444,00;0.047;46,00;132,00;0.9918;12844,00;0.38;45302,00;7,00
45541,00;0.46;0.2;0.9;0.054;5,00;126,00;0.992;45294,00;0.42;45392,00;6,00
45541,00;0.38;0.32;45420,00;0.044;36,00;152,00;0.9932;13940,00;0.35;12,00;7,00
45478,00;0.43;0.3;45478,00;0.039;24,00;98,00;0.992;19784,00;0.61;45363,00;7,00
45449,00;0.56;0.16;45294,00;0.045;28,00;92,00;0.994;45629,00;0.35;45300,00;6,00
45298,00;0.36;0.56;45352,00;0.046;25,00;102,00;0.9923;45352,00;0.33;45422,00;6,00
45510,00;0.23;0.4;45444,00;0.047;5,00;133,00;0.993;44986,00;0.7;45393,00;6,00
45328,00;0.33;0.29;45352,00;0.042;26,00;138,00;0.9956;28185,00;0.64;45421,00;5,00
45448,00;0.49;0.13;45416,00;0.039;17,00;116,00;0.9907;15401,00;0.9;45486,00;7,00
45449,00;0.42;0.33;45506,00;0.034;15,00;85,00;0.99;46813,00;0.51;45395,00;6,00
45358,00;0.18;0.29;45323,00;0.044;12,00;143,00;0.9918;45325,00;0.48;45362,00;7,00
45299,00;0.19;0.4;0.9;0.037;73,00;180,00;0.9926;45446,00;0.34;10,00;6,00
45540,00;0.19;0.26;45389,00;0.034;33,00;123,00;0.995;17958,00;0.42;45301,00;6,00
45328,00;0.16;0.47;45383,00;0.029;23,00;81,00;0.99;46082,00;0.42;45334,00;6,00
45449,00;0.42;0.33;45506,00;0.034;15,00;85,00;0.99;46813,00;0.51;45395,00;6,00
45478,00;0.135;0.3;45447,00;0.042;19,00;101,00;0.9946;11383,00;0.42;45360,00;6,00
45448,00;0.49;0.13;45416,00;0.039;17,00;116,00;0.9907;15401,00;0.9;45486,00;7,00
45541,00;0.19;0.33;45444,00;0.039;27,00;98,00;0.9898;45538,00;0.46;45363,00;7,00
45358,00;0.18;0.29;45323,00;0.044;12,00;143,00;0.9918;45325,00;0.48;45362,00;7,00
45358,00;0.25;0.36;45304,00;0.05;35,00;200,00;0.9986;45385,00;0.46;45543,00;7,00
45358,00;0.25;0.36;45304,00;0.05;35,00;200,00;0.9986;45385,00;0.46;45543,00;7,00
7,00;0.2;0.34;45478,00;0.035;32,00;83,00;0.9928;43525,00;0.46;45423,00;6,00
45358,00;0.25;0.36;45304,00;0.05;35,00;200,00;0.9986;45385,00;0.46;45543,00;7,00
45357,00;0.67;0.48;45455,00;0.052;57,00;222,00;0.9979;42795,00;0.52;45360,00;6,00
45389,00;0.4;0.29;45387,00;0.044;31,00;122,00;0.994;45354,00;0.5;45302,00;8,00
45298,00;0.26;0.31;45324,00;0.044;29,00;128,00;0.9937;12479,00;0.64;45545,00;8,00
9,00;0.31;0.48;45449,00;0.043;11,00;73,00;0.9938;45537,00;0.38;45454,00;5,00
45357,00;0.39;0.24;45541,00;0.069;9,00;117,00;0.9942;42064,00;0.35;45332,00;4,00
45330,00;0.22;0.36;45510,00;0.034;12,00;90,00;0.9944;45294,00;0.38;45422,00;8,00
45298,00;0.19;0.28;45446,00;0.033;16,00;78,00;0.993;33270,00;0.78;45393,00;6,00
45358,00;0.25;0.36;45304,00;0.05;35,00;200,00;0.9986;45385,00;0.46;45543,00;7,00
45542,00;0.2;0.34;45323,00;0.04;29,00;118,00;0.9932;41699,00;0.41;45453,00;6,00
45298,00;0.26;0.32;45540,00;0.037;39,00;97,00;0.9934;11383,00;0.4;45454,00;6,00
7,00;0.2;0.34;45478,00;0.035;32,00;83,00;0.9928;43525,00;0.46;45423,00;6,00
45541,00;0.3;0.33;45295,00;0.035;26,00;155,00;0.9925;45717,00;0.79;45363,00;8,00
45299,00;0.29;0.49;45298,00;0.042;22,00;124,00;0.9944;41699,00;0.41;45514,00;6,00
45509,00;0.17;0.3;45383,00;0.037;55,00;130,00;0.9909;47178,00;0.38;45362,00;6,00
45540,00;0.415;0.02;0.8;0.038;22,00;63,00;0.9932;13210,00;0.36;45360,00;5,00
45449,00;0.23;0.26;45352,00;0.045;16,00;128,00;0.9934;13210,00;0.6;10,00;6,00
45451,00;0.55;0.35;15.55;0.057;35.5;366.5;1.0001;45385,00;0.63;11,00;3,00
45541,00;0.35;0.74;1,00;0.044;18,00;132,00;0.992;41334,00;0.55;45332,00;5,00
45450,00;0.14;0.74;45444,00;0.04;27,00;103,00;0.9916;45476,00;0.4;45514,00;7,00
45331,00;0.28;0.49;45515,00;0.042;29,00;137,00;0.998;45294,00;0.34;45301,00;4,00
45328,00;0.18;0.49;45416,00;0.047;17,00;90,00;0.9919;46447,00;0.37;45454,00;6,00
45356,00;0.165;0.24;45292,00;0.051;25,00;105,00;0.9925;11749,00;0.47;45300,00;5,00
45513,00;0.25;0.74;10,00;0.056;36,00;225,00;0.9977;45446,00;0.43;10,00;4,00
45299,00;0.29;0.49;45298,00;0.042;22,00;124,00;0.9944;41699,00;0.41;45514,00;6,00
45510,00;0.22;0.49;0.9;0.052;26,00;128,00;0.991;45717,00;0.35;45393,00;6,00
45329,00;0.22;0.49;1,00;0.045;34,00;140,00;0.99;45415,00;0.34;45485,00;6,00
45389,00;0.25;0.49;45292,00;0.042;35,00;156,00;0.9917;41334,00;0.55;45362,00;5,00
45330,00;0.18;0.49;45292,00;0.033;28,00;81,00;0.9923;3,00;0.68;45392,00;7,00
45297,00;0.22;0.49;45413,00;0.051;18,00;87,00;0.9928;45354,00;0.46;45452,00;5,00
7,00;0.39;0.24;1,00;0.048;8,00;119,00;0.9923;3,00;0.31;45301,00;4,00
45297,00;0.22;0.49;45413,00;0.051;18,00;87,00;0.9928;45354,00;0.46;45452,00;5,00
45418,00;0.36;0.49;45537,00;0.03;16,00;94,00;0.9902;45294,00;0.49;45303,00;7,00
45298,00;0.29;0.49;45323,00;0.031;32,00;99,00;0.9893;45476,00;0.33;45334,00;6,00
45389,00;0.25;0.49;45292,00;0.042;35,00;156,00;0.9917;41334,00;0.55;45362,00;5,00
45541,00;0.23;0.24;45336,00;0.053;19,00;94,00;0.9982;42795,00;0.5;45452,00;5,00
45420,00;0.56;0.74;17.85;0.051;51,00;243,00;1.0005;36192,00;0.7;45331,00;5,00
45330,00;0.18;0.49;45292,00;0.033;28,00;81,00;0.9923;3,00;0.68;45392,00;7,00
45357,00;0.23;0.49;45298,00;0.05;67,00;210,00;0.9951;44986,00;0.34;45421,00;5,00
45297,00;0.25;0.49;45450,00;0.052;67,00;226,00;0.9956;42430,00;0.47;45543,00;5,00
45329,00;0.26;0.74;45456,00;0.05;56,00;162,00;0.998;45354,00;0.44;45512,00;5,00
45329,00;0.31;0.24;45383,00;0.057;17,00;117,00;0.9928;42430,00;0.35;45422,00;5,00
8,00;0.25;0.49;45323,00;0.061;27,00;117,00;0.9938;45507,00;0.34;45391,00;5,00
7,00;0.18;0.49;45356,00;0.04;34,00;125,00;0.9914;45352,00;0.4;45334,00;6,00
45511,00;0.43;0.49;13,00;0.033;37,00;158,00;0.9955;41699,00;0.35;45362,00;6,00
45359,00;0.2;0.74;16528,00;0.044;33,00;130,00;0.9924;45717,00;0.42;45334,00;6,00
45357,00;0.27;0.49;45323,00;0.063;35,00;92,00;0.9911;13940,00;0.42;45334,00;6,00
45389,00;0.16;0.49;45323,00;0.055;18,00;150,00;0.9917;44986,00;0.47;45333,00;6,00
45389,00;0.16;0.49;45323,00;0.055;18,00;150,00;0.9917;44986,00;0.47;45333,00;6,00
45541,00;0.19;0.49;45449,00;0.036;49,00;172,00;0.9932;45325,00;0.27;45423,00;6,00
45511,00;0.43;0.49;13,00;0.033;37,00;158,00;0.9955;41699,00;0.35;45362,00;6,00
45329,00;0.4;0.49;45292,00;0.048;11,00;138,00;0.9929;45294,00;0.42;45360,00;5,00
45511,00;0.43;0.49;13,00;0.033;37,00;158,00;0.9955;41699,00;0.35;45362,00;6,00
45450,00;0.52;0.49;14,00;0.034;37,00;156,00;0.9958;41699,00;0.38;45515,00;7,00
45359,00;0.21;0.49;45523,00;0.054;50,00;231,00;1.0012;36192,00;0.54;45331,00;5,00
45541,00;0.34;0.74;45333,00;0.069;44,00;150,00;0.9968;3,00;0.81;45331,00;5,00
45357,00;0.27;0.49;45323,00;0.063;35,00;92,00;0.9911;13940,00;0.42;45334,00;6,00
45359,00;0.2;0.74;16528,00;0.044;33,00;130,00;0.9924;45717,00;0.42;45334,00;6,00
45298,00;0.22;0.74;45475,00;0.044;42,00;144,00;0.991;11383,00;0.41;45334,00;6,00
45542,00;0.11;0.49;45416,00;0.048;27,00;133,00;0.9946;45352,00;0.42;45453,00;6,00
45420,00;0.17;0.74;45446,00;0.05;29,00;128,00;0.9928;46813,00;0.4;45394,00;6,00
45388,00;0.145;0.49;45387,00;0.048;54,00;164,00;0.9946;20515,00;0.44;45514,00;6,00
45389,00;0.16;0.49;45323,00;0.055;18,00;150,00;0.9917;44986,00;0.47;45333,00;6,00
45359,00;0.19;0.49;45323,00;0.051;11,00;137,00;0.9918;45446,00;0.46;11,00;6,00
8,00;0.44;0.49;45300,00;0.031;46,00;151,00;0.9926;42430,00;0.27;45485,00;8,00
7,00;0.2;0.74;0.8;0.044;19,00;163,00;0.9931;16862,00;0.53;45332,00;5,00
45541,00;0.19;0.49;45449,00;0.036;49,00;172,00;0.9932;45325,00;0.27;45423,00;6,00
45298,00;0.25;0.49;3,00;0.03;30,00;96,00;0.9903;41334,00;0.39;45363,00;7,00
45418,00;0.24;0.24;45444,00;0.046;15,00;60,00;0.9928;43525,00;0.39;45513,00;5,00
45329,00;0.4;0.49;45292,00;0.048;11,00;138,00;0.9929;45294,00;0.42;45360,00;5,00
45450,00;0.52;0.49;14,00;0.034;37,00;156,00;0.9958;41699,00;0.38;45515,00;7,00
45511,00;0.43;0.49;13,00;0.033;37,00;158,00;0.9955;41699,00;0.35;45362,00;6,00
45511,00;0.21;0.49;12785,00;0.052;6,00;48,00;0.9911;42064,00;0.28;45393,00;5,00
7,00;0.2;0.49;45540,00;0.038;39,00;128,00;0.9938;44256,00;0.48;45514,00;6,00
45541,00;0.25;0.24;45446,00;0.057;13,00;85,00;0.9942;36192,00;0.48;45421,00;4,00
45329,00;0.08;0.49;45352,00;0.05;18,00;148,00;0.9945;16862,00;0.44;45332,00;6,00
45298,00;0.85;0.49;45481,00;0.028;40,00;184,00;0.9962;44621,00;0.36;45483,00;5,00
45450,00;0.51;0.24;45323,00;0.04;10,00;104,00;0.992;45415,00;0.29;45514,00;6,00
45542,00;0.22;0.24;45447,00;0.044;39,00;159,00;0.9927;36192,00;0.28;45423,00;6,00
45480,00;0.16;0.49;2,00;0.056;20,00;124,00;0.9948;11749,00;0.49;45483,00;6,00
45329,00;0.08;0.49;45352,00;0.05;18,00;148,00;0.9945;16862,00;0.44;45332,00;6,00
45449,00;0.25;0.24;45474,00;0.048;26,00;124,00;0.9942;13575,00;0.6;45301,00;6,00
45479,00;0.16;0.49;45384,00;0.046;57,00;187,00;0.9952;22706,00;0.81;45392,00;6,00
45541,00;0.25;0.24;45446,00;0.057;13,00;85,00;0.9942;36192,00;0.48;45421,00;4,00
45419,00;0.32;0.24;45447,00;0.053;8,00;134,00;0.9958;41699,00;0.5;45300,00;3,00
45389,00;0.28;0.49;45413,00;0.034;20,00;126,00;0.9918;35827,00;0.39;45453,00;6,00
45328,00;0.15;0.49;0.9;0.033;17,00;51,00;0.9932;45354,00;0.7;45391,00;6,00
45479,00;0.25;0.74;45401,00;0.054;44,00;169,00;1.0004;18688,00;0.45;45513,00;6,00
45418,00;0.26;0.74;45364,00;0.044;68,00;224,00;0.9972;43160,00;0.54;45421,00;6,00
45542,00;0.16;0.74;17.85;0.037;52,00;187,00;0.9998;36192,00;0.41;45360,00;5,00
45448,00;0.185;0.49;45292,00;0.03;28,00;117,00;0.9918;20149,00;0.45;45361,00;6,00
45419,00;0.2;0.49;45352,00;0.031;8,00;97,00;0.9918;45446,00;0.62;45302,00;5,00
8,00;0.3;0.49;45391,00;0.046;47,00;188,00;0.9964;41699,00;0.48;10,00;5,00
8,00;0.34;0.49;9,00;0.033;39,00;180,00;0.9936;41334,00;0.38;45363,00;8,00
45480,00;0.35;0.49;23955,00;0.033;42,00;186,00;0.9931;41699,00;0.38;45394,00;8,00
45450,00;0.29;0.49;45452,00;0.03;45,00;197,00;0.9938;41334,00;0.38;45363,00;7,00
45479,00;0.62;0.24;45292,00;0.039;6,00;62,00;0.9934;15036,00;0.32;45392,00;5,00
45510,00;0.27;0.49;45323,00;0.044;35,00;126,00;0.99;41334,00;0.48;45303,00;7,00
45480,00;0.27;0.49;45505,00;0.041;23,00;86,00;0.9914;42430,00;0.42;45424,00;6,00
45479,00;0.51;0.24;45293,00;0.043;14,00;155,00;0.9904;44621,00;0.6;13,00;6,00
45389,00;0.19;0.49;45360,00;0.03;26,00;132,00;0.994;36192,00;0.32;11,00;7,00
45359,00;0.2;0.49;45474,00;0.04;34,00;169,00;0.9938;45415,00;0.37;45301,00;5,00
45449,00;0.3;0.24;45323,00;0.034;17,00;121,00;0.9933;41334,00;0.36;45331,00;5,00
45510,00;0.36;0.24;45447,00;0.039;24,00;124,00;0.9909;46447,00;0.34;45455,00;7,00
7,00;0.17;0.74;45516,00;0.045;24,00;126,00;0.9942;46082,00;0.38;45334,00;8,00
45331,00;0.18;0.49;45413,00;0.041;39,00;130,00;0.9945;45385,00;0.49;45513,00;7,00
45299,00;0.2;0.49;45299,00;0.051;51,00;205,00;0.9954;45294,00;0.52;11,00;6,00
45511,00;0.26;0.74;45419,00;0.044;59,00;160,00;0.996;44621,00;0.64;10,00;6,00
45510,00;0.21;0.49;45426,00;0.06;50,00;170,00;0.9991;20149,00;0.44;45513,00;6,00
45542,00;0.2;0.49;45444,00;0.053;15,00;144,00;0.993;42430,00;0.47;45422,00;5,00
8,00;0.18;0.49;45505,00;0.061;10,00;145,00;0.9942;44986,00;0.48;10,00;5,00
45512,00;0.23;0.74;45325,00;0.042;15,00;126,00;0.9934;45325,00;0.51;45333,00;6,00
45358,00;0.22;0.49;45391,00;0.034;29,00;134,00;0.9939;36192,00;0.32;11,00;7,00
45358,00;0.22;0.49;45544,00;0.031;48,00;161,00;0.9937;45294,00;0.28;45333,00;6,00
45389,00;0.19;0.49;45360,00;0.03;26,00;132,00;0.994;36192,00;0.32;11,00;7,00
45358,00;0.155;0.49;45352,00;0.039;34,00;136,00;0.9926;41699,00;0.77;45422,00;6,00
45330,00;0.22;0.49;45452,00;0.037;53,00;154,00;0.9951;45325,00;0.33;45453,00;6,00
45330,00;0.24;0.49;45360,00;0.038;52,00;163,00;0.9952;45325,00;0.33;45453,00;6,00
45390,00;0.23;0.49;45511,00;0.035;22,00;95,00;0.9935;45385,00;0.34;12,00;6,00
45359,00;0.2;0.49;45474,00;0.04;34,00;169,00;0.9938;45415,00;0.37;45301,00;5,00
45359,00;0.2;0.49;45474,00;0.038;38,00;167,00;0.9939;45415,00;0.37;45301,00;6,00
45449,00;0.3;0.24;45323,00;0.034;17,00;121,00;0.9933;41334,00;0.36;45331,00;5,00
45541,00;0.21;0.49;45383,00;0.041;15,00;164,00;0.9927;45717,00;0.63;11,00;5,00
8,00;0.25;0.49;9,00;0.044;31,00;185,00;0.998;12479,00;0.49;10,00;6,00
45449,00;0.21;0.49;18.15;0.042;41,00;158,00;0.9997;46813,00;0.39;45481,00;6,00
45329,00;0.27;0.74;45424,00;0.037;47,00;156,00;0.9981;45385,00;0.44;45481,00;5,00
45336,00;0.27;0.49;45292,00;0.037;33,00;156,00;0.992;42064,00;0.54;45302,00;6,00
45542,00;0.28;0.49;45480,00;0.045;48,00;195,00;0.9954;45385,00;0.55;11,00;6,00
45389,00;0.27;0.49;45292,00;0.037;33,00;156,00;0.992;42064,00;0.54;45302,00;6,00
45449,00;0.21;0.49;18.15;0.042;41,00;158,00;0.9997;46813,00;0.39;45481,00;6,00
45329,00;0.27;0.74;45424,00;0.037;47,00;156,00;0.9981;45385,00;0.44;45481,00;5,00
45299,00;0.3;0.49;45299,00;0.037;26,00;174,00;0.9943;45294,00;0.3;45333,00;7,00
45419,00;0.23;0.49;45480,00;0.049;61,00;209,00;0.9941;41699,00;0.3;45302,00;7,00
45358,00;0.26;0.49;5,00;0.028;32,00;107,00;0.9936;45352,00;0.54;45514,00;6,00
45298,00;0.18;0.74;45458,00;0.044;44,00;176,00;0.9996;13940,00;0.67;9,00;6,00
45420,00;0.15;0.49;45413,00;0.031;17,00;122,00;0.9932;45354,00;0.4;45361,00;6,00
45543,00;0.13;0.49;1,00;0.028;6,00;24,00;0.9926;33270,00;0.32;45544,00;5,00
45299,00;0.28;0.49;1,00;0.04;32,00;148,00;0.9936;41334,00;0.41;10,00;6,00
6,00;0.17;0.49;1,00;0.034;26,00;106,00;0.992;44256,00;0.42;45513,00;6,00
45358,00;0.26;0.49;5,00;0.028;32,00;107,00;0.9936;45352,00;0.54;45514,00;6,00
45298,00;0.18;0.74;45458,00;0.044;44,00;176,00;0.9996;13940,00;0.67;9,00;6,00
45298,00;0.53;0.24;0.8;0.029;29,00;86,00;0.993;42430,00;0.32;45300,00;4,00
45329,00;0.16;0.49;45352,00;0.037;27,00;104,00;0.9924;44986,00;0.57;45453,00;6,00
45358,00;0.14;0.49;45292,00;0.038;28,00;99,00;0.9928;45325,00;0.72;45453,00;6,00
45543,00;0.13;0.49;1,00;0.028;6,00;24,00;0.9926;33270,00;0.32;45544,00;5,00
45542,00;0.12;0.49;45327,00;0.049;33,00;152,00;0.9952;43160,00;0.47;45453,00;6,00
45479,00;0.29;0.49;45477,00;0.034;35,00;156,00;0.9945;41334,00;0.45;45544,00;6,00
45479,00;0.3;0.49;45508,00;0.034;36,00;158,00;0.9945;45629,00;0.45;45544,00;6,00
45298,00;0.36;0.24;45505,00;0.025;32,00;102,00;0.9903;12479,00;0.59;45516,00;6,00
45420,00;0.15;0.49;45413,00;0.031;17,00;122,00;0.9932;45354,00;0.4;45361,00;6,00
45542,00;0.18;0.49;45327,00;0.051;36,00;157,00;0.9953;43160,00;0.48;45453,00;6,00
45449,00;0.19;0.99;45323,00;0.122;45,00;129,00;0.9936;45538,00;0.31;45481,00;6,00
45358,00;0.21;0.49;45505,00;0.038;44,00;152,00;0.9912;11749,00;0.44;45455,00;7,00
45541,00;0.3;0.49;45450,00;0.057;25,00;156,00;0.9962;15766,00;0.63;11,00;7,00
45542,00;0.42;0.49;45330,00;0.056;32,00;164,00;0.9965;47178,00;0.6;45333,00;7,00
45541,00;0.24;0.49;45352,00;0.032;35,00;148,00;0.9932;16497,00;0.57;45483,00;7,00
45450,00;0.23;0.49;10,00;0.036;45,00;182,00;0.9967;45507,00;0.58;45452,00;6,00
45542,00;0.18;0.49;45327,00;0.051;36,00;157,00;0.9953;43160,00;0.48;45453,00;6,00
45328,00;0.43;0.49;45388,00;0.045;12,00;115,00;0.9963;46447,00;0.57;9,00;4,00
45512,00;0.35;0.49;1,00;0.036;14,00;56,00;0.992;35096,00;0.33;45422,00;4,00
45511,00;0.3;0.74;45505,00;0.033;33,00;156,00;0.991;47178,00;0.52;45516,00;6,00
45300,00;0.28;0.49;2,00;0.059;10,00;112,00;0.9958;42064,00;0.46;45301,00;5,00
45298,00;0.34;0.49;45413,00;0.027;26,00;126,00;0.99;45354,00;0.33;45334,00;7,00
45511,00;0.3;0.74;45505,00;0.033;33,00;156,00;0.991;47178,00;0.52;45516,00;6,00
45300,00;0.28;0.49;2,00;0.059;10,00;112,00;0.9958;42064,00;0.46;45301,00;5,00
45420,00;0.19;0.49;45415,00;0.044;29,00;117,00;0.9938;41699,00;0.51;45301,00;6,00
45450,00;0.18;0.49;45430,00;0.046;36,00;158,00;0.9996;45446,00;0.41;45331,00;5,00
45419,00;0.19;0.49;45505,00;0.055;19,00;110,00;0.9946;12114,00;0.44;45544,00;5,00
45389,00;0.3;0.49;45330,00;0.055;49,00;188,00;0.9974;19054,00;0.58;45482,00;6,00
45479,00;0.3;0.74;5,00;0.038;35,00;157,00;0.9945;44256,00;0.46;45544,00;5,00
45449,00;0.3;0.74;45447,00;0.041;36,00;159,00;0.9946;44256,00;0.45;45544,00;5,00
45389,00;0.3;0.49;45330,00;0.055;49,00;188,00;0.9974;19054,00;0.58;45482,00;6,00
45541,00;0.22;0.49;7,00;0.063;50,00;168,00;0.9957;19784,00;0.5;45361,00;6,00
45511,00;0.26;0.49;45294,00;0.045;21,00;116,00;0.9931;42430,00;0.35;45361,00;5,00
45420,00;0.17;0.49;45512,00;0.048;23,00;108,00;0.9947;32174,00;0.34;45422,00;4,00
45510,00;0.17;0.74;45384,00;0.053;61,00;182,00;0.9953;23071,00;0.76;45422,00;6,00
45328,00;0.27;0.49;45383,00;0.05;20,00;74,00;0.9931;11749,00;0.44;45513,00;6,00
45298,00;0.64;0.49;45505,00;0.05;17,00;128,00;0.9946;11383,00;0.58;45453,00;4,00
45388,00;0.18;0.74;45546,00;0.046;54,00;168,00;0.9978;21245,00;0.68;45301,00;5,00
45450,00;0.31;0.49;45395,00;0.062;50,00;191,00;0.9989;44621,00;0.53;9,00;4,00
45513,00;0.31;0.49;45397,00;0.046;13,00;119,00;1.0004;43160,00;0.45;45421,00;5,00
9,00;0.3;0.49;45329,00;0.039;32,00;84,00;0.9938;34366,00;0.32;45423,00;6,00
45390,00;0.24;0.49;45389,00;0.039;46,00;108,00;0.9934;45354,00;0.33;45546,00;7,00
45388,00;0.18;0.74;45546,00;0.046;54,00;168,00;0.9978;21245,00;0.68;45301,00;5,00
